Name,AUID,Coords,Const,Type,Period,Mag
"Gaia DR3 5938866067211518592","--","16 58 49.63 -48 25 39.7","Ara","VAR","--","20.23 - 21.00 G"
"Gaia DR3 5962744333088467968","--","17 37 50.06 -36 05 21.4","Sco","VAR","--","20.00 - 20.80 G"
"Gaia DR3 5977975730251951872","--","17 04 11.14 -35 25 08.3","Sco","VAR","--","19.93 - 20.57 G"
"Gaia DR3 5978422166252280192","--","17 03 31.56 -33 35 53.9","Sco","VAR","--","19.01 - 20.77 G"
"Gaia DR3 6360774135047544960","--","19 03 52.23 -81 04 26.8","Oct","VAR","--","19.82 - 20.38 G"
"Gaia DR3 6377475858408869248","--","23 25 04.99 -76 45 42.3","Oct","VAR","--","19.80 - 20.31 G"
"Gaia DR3 6385287540630628992","--","22 24 20.33 -69 41 34.1","Ind","VAR","--","20.47 - 21.06 G"
"Gaia DR3 6483842750718352896","--","21 04 24.66 -44 48 39.8","Mic","VAR","--","20.30 - 20.81 G"
"Gaia DR3 796164551589655168","--","09 54 15.91 +35 20 43.4","LMi","CST:","--","19.7 - ? V"
"Gaia DR3 838166308084589952","--","11 13 54.69 +50 19 38.2","UMa","VAR","--","19.77 - 20.21 G"
"Gaia16aye","000-BLY-803","19 40 01.14 +30 07 53.4","Cyg","Microlens","--","13.8 - 16.4 V"
"Gaia16bnn","000-BMB-775","18 30 42.21 -37 04 16.9","CrA","Microlens","--","16.1 - 18.2 G"
"Gaia17ajg","000-BMF-508","17 57 50.04 -31 33 18.2","Sco","Microlens","--","14.5 - 19.6 G"
"Gaia17aqu","000-BMF-938","07 44 22.37 -28 26 36.3","Pup","Microlens","--","18.3 - 19.0 G"
"Gaia17bbs","000-BMH-266","18 10 49.23 -22 36 56.0","Sgr","Microlens","--","15.9 - 19.6 G"
"Gaia17bdk","000-BMH-267","17 42 32.27 -34 06 13.5","Sco","Microlens","--","16.4 - 18.4 G"
"Gaia17bej","000-BMH-330","18 17 01.06 -31 23 00.7","Sgr","Microlens","--","14.6 - 17.6 G"
"Gaia17bts","000-BMJ-748","01 08 52.72 +73 53 46.5","Cas","Microlens","--",">17.18 - 17.95 G"
"Gaia17cbm","000-BMK-563","18 20 54.84 -12 52 29.4","Ser","Microlens:","--","18.4 - 20.0 G"
"Gaia17ctl","000-BMM-629","18 05 36.05 -33 36 35.0","Sgr","Microlens","--","14.4 - 19.5 G"
"Gaia18bmt","000-BMR-598","14 16 03.56 -56 54 48.2","Cen","Microlens","--","12.9 - 15.6 G"
"Gaia18cjk","000-BMT-707","18 55 09.13 -06 39 48.7","Sct","Microlens:","--","16.08 - 16.85 G"
"Gaia18dvi","000-BMX-596","19 51 31.09 +28 11 13.1","Vul","Microlens","--","16.17 - 16.44 G"
"Gaia19ajp","000-BND-605","19 58 48.96 +32 53 45.8","Cyg","Microlens","--","17.10 - 17.38 G"
"Gaia19apc","000-BMZ-988","19 23 56.82 +14 05 16.9","Aql","Microlens","--","15.63 - 16.19 G"
"Gaia19apr","000-BND-606","17 29 30.56 -30 32 29.4","Sco","Microlens","--","18.79 - 20.19 G"
"Gaia19apx","000-BND-607","18 02 08.48 -18 29 05.6","Sgr","Microlens","--","18.03 - 18.30 G"
"Gaia19aqb","000-BND-608","18 20 21.11 -10 38 25.7","Ser","Microlens","--","17.59 - 18.60 G"
"Gaia19awc","000-BND-609","18 15 36.13 -02 15 25.1","Ser","Microlens","--","18.22 - 18.50 G"
"Gaia19axg","000-BND-610","17 57 20.30 -20 34 20.2","Sgr","Microlens","--","18.63 - 19.42 G"
"Gaia19bcv","000-BNC-248","23 43 54.60 +65 33 43.9","Cas","Microlens","--","15.35 - 15.71 G"
"Gaia19bfv","000-BND-611","18 19 03.76 -03 35 35.1","Ser","Microlens","--","18.07 - 19.17 G"
"Gaia19bld","000-BNK-432","12 37 32.57 -66 06 40.9","Mus","Microlens","--","11.4 - 15.9 V"
"Gaia19bsy","000-BND-612","19 47 37.96 +14 17 35.5","Aql","Microlens","--","14.69 - 14.99 G"
"Gaia19bzf","000-BND-613","19 22 39.19 +19 33 01.5","Vul","Microlens","--","17.49 - 18.11 G"
"Gaia19cct","000-BND-614","22 17 54.23 +51 25 22.7","Lac","Microlens","--","15.66 - 15.91 G"
"Gaia19dmj","000-BNG-178","20 05 35.88 +26 10 03.9","Vul","Microlens","--","13.73 - 14.14 G"
"Gaia19dqg","000-BNG-798","18 37 20.92 -03 28 17.4","Ser","Microlens","--","14.88 - 15.40 G"
"Gaia19dqj","000-BNG-451","19 39 18.32 +17 02 12.8","Sge","Microlens","--","13.84 - 15.46 G"
"Gaia19dqm","000-BNG-799","19 22 04.22 +11 17 35.3","Aql","Microlens","--","15.20 - 15.38 G"
"Gaia19duw","000-BNG-800","19 52 47.87 +42 04 17.3","Cyg","Microlens","--","17.55 - 18.51 G"
"Gaia19epm","000-BNJ-293","20 19 24.07 +33 00 24.2","Cyg","Microlens","--","14.01 - 14.12 G"
"Gaia20azf","000-BNL-140","17 31 58.89 -15 03 11.9","Ser","Microlens","--","15.82 - 16.19 G"
"Gaia20bor","000-BNL-827","02 13 25.81 +62 32 22.7","Cas","Microlens","--","13.44 - 13.68 G"
"Gaia20cgb","000-BNM-607","00 33 19.62 +64 30 35.7","Cas","Microlens","--","14.67 - 14.86 G"
"Gaia20cnv","000-BNN-056","19 47 32.20 +23 30 38.9","Vul","Microlens","--","14.22 - 14.49 G"
"Gaia20cvu","000-BNN-949","19 26 06.50 +17 58 47.6","Sge","Microlens","--","13.17 - 13.43 G"
"Gaia20dsa","000-BNP-654","17 18 44.88 -38 36 20.0","Sco","Microlens","--","16.09 - 16.43 G"
"Gaia20fnr","000-BNY-296","06 01 04.08 -18 58 03.7","Lep","Microlens","--","12.91 - 13.17 G"
"Gaia21azb","000-BNY-914","19 22 33.36 +06 31 08.0","Aql","Microlens","--","15.8: - 18.45 G"
"Gaia21ccu","000-BNZ-651","09 31 50.91 -55 17 57.3","Vel","Microlens:","--","12.1 - 15.1 g"
"Gaia21efs","000-BPD-988","20 29 41.90 +31 17 43.0","Cyg","Microlens","--","13.7 - 17.2 g"
"Gaia22awa","000-BPH-978","19 04 51.97 -08 34 00.5","Aql","Microlens","--",">14.33 - 15.11 G"
"Gaia22bpl","000-BPJ-462","10 38 42.46 -61 15 49.8","Car","Microlens","--","11.7: - 12.72 G"
"Gaia22chd","000-BPK-082","06 05 09.81 -18 26 25.6","Lep","Microlens:","--","15.46: - 18.95 G"
"Gaia22dkv","000-BPL-140","10 07 04.56 -66 10 51.2","Car","Microlens","--","12.53 - 13.18 G"
"Gaia23ats","000-BPQ-166","10 09 48.72 -53 25 02.5","Vel","Microlens","--","14.81 - 15.37 G"
"Gaia23bay","000-BPP-334","19 49 43.00 +10 43 41.6","Aql","Microlens","--","11.9 - 13.7 r"
"Gaia23brc","000-BPP-745","17 40 43.12 -25 19 01.7","Oph","Microlens","--","14.7: - 18.6 G"
"Gaia23cpd","000-BPX-118","19 10 08.82 -04 43 14.7","Aql","Microlens:","--",">14.94 - 15.30 G"
"Gaia23dpn","000-BPV-953","14 40 37.13 -57 45 44.6","Cen","Microlens:","--","15.07 - 15.92 G"
"Gaia24azi","000-BPW-668","19 06 49.03 +15 00 34.4","Aql","Microlens","--","15.6 - 19.7 g"
"Gaia24cag","000-BPZ-053","15 59 59.42 -52 18 42.4","Nor","Microlens:","--","14.72 - 14.96 G"
"Gaia24ddh","000-BQB-046","18 07 29.04 -47 32 00.8","Ara","Microlens:","--","13.8: - 22: B g"
"Gaia24dfd","000-BQB-034","21 48 04.51 +53 24 18.0","Cyg","Microlens:","--","13.55: - 16.23 G"
"GDS_J0640248-010344","--","06 40 24.83 -01 03 44.9","Mon","VAR","--","13.88 (0.40) r"
"GDS_J0640406+000547","--","06 40 40.67 +00 05 47.7","Mon","VAR","--","14.62 (0.69) r"
"GDS_J0641506-013017","--","06 41 50.64 -01 30 17.9","Mon","VAR","--","12.34 (0.16) r"
"GDS_J0644477+000027","--","06 44 47.72 +00 00 27.9","Mon","VAR","--","14.21 (0.69) r"
"GDS_J0644572-012958","--","06 44 57.02 -01 29 58.9","Mon","VAR","--","15.18 (0.43) r"
"GDS_J0645277-025603","--","06 45 27.76 -02 56 03.1","Mon","VAR","--","15.83 (2.53) r"
"GDS_J0647463+001951","--","06 47 46.34 +00 19 51.0","Mon","VAR","--","15.92 (0.99) r"
"GDS_J0647477+001946","--","06 47 47.07 +00 19 46.0","Mon","VAR","--","15.76 (0.81) r"
"GDS_J0647507-005101","--","06 47 50.76 -00 51 01.2","Mon","VAR","--","12.66 (0.17) r"
"GDS_J0648094-004308","--","06 48 09.40 -00 43 08.0","Mon","VAR","--","17.17 (2.60) r"
"GDS_J0648139-033211","--","06 48 13.90 -03 32 11.1","Mon","VAR","--","12.07 (0.06) r"
"GDS_J0648159-011913","--","06 48 15.91 -01 19 13.1","Mon","VAR","--","15.97 (1.35) r"
"GDS_J0648171-011945","--","06 48 17.15 -01 19 45.5","Mon","VAR","--","13.76 (0.31) i"
"GDS_J0648288-014017","--","06 48 28.80 -01 40 17.2","Mon","VAR","--","15.62 (0.76) r"
"GDS_J0648305-014009","--","06 48 30.55 -01 40 09.6","Mon","VAR","--","15.02 (0.49) r"
"GDS_J0648592-051809","--","06 48 59.23 -05 18 09.0","Mon","VAR","--","11.95 (0.13) r"
"GDS_J0649133-065251","--","06 49 13.35 -06 52 51.6","Mon","VAR","--","12.17 (0.18) r"
"GDS_J0649303-012937","--","06 49 30.30 -01 29 37.7","Mon","VAR","--","15.39 (0.75) r"
"GDS_J0649315-012934","--","06 49 31.59 -01 29 34.5","Mon","VAR","--","9.98 (0.13) r"
"GDS_J0649367-052734","--","06 49 36.79 -05 27 34.6","Mon","VAR","--","14.01 (0.42) i"
"GDS_J0650048-044741","--","06 50 04.81 -04 47 41.1","Mon","VAR","--","13.62 (0.14) r"
"GDS_J0650071-054801","--","06 50 07.12 -05 48 01.5","Mon","VAR","--","15.71 (0.90) r"
"GDS_J0650080-054755","--","06 50 08.00 -05 47 55.6","Mon","VAR","--","16.15 (1.62) r"
"GDS_J0650543-000413","--","06 50 54.31 -00 04 13.0","Mon","VAR","--","15.61 (0.77) r"
"GDS_J0650545-000422","--","06 50 54.59 -00 04 22.2","Mon","VAR","--","15.45 (0.64) r"
"GDS_J0651329+001815","--","06 51 32.99 +00 18 15.8","Mon","VAR","--","15.03 (0.35) r"
"GDS_J0651469-022704","--","06 51 46.97 -02 27 04.1","Mon","VAR","--","14.70 (0.55) r"
"GDS_J0653111-043513","--","06 53 11.17 -04 35 13.1","Mon","VAR","--","15.92 (1.15) r"
"GDS_J0653116-043353","--","06 53 11.65 -04 33 53.5","Mon","VAR","--","15.62 (0.78) r"
"GDS_J0653495-033408","--","06 53 49.52 -03 34 08.3","Mon","VAR","--","12.26 (0.10) r"
"GDS_J0654263-010818","--","06 54 26.34 -01 08 18.2","Mon","VAR","--","14.36 (0.50) i"
"GDS_J0654382-014508","--","06 54 38.22 -01 45 08.1","Mon","VAR","--","16.41 (1.89) r"
"GDS_J0654509-011651","--","06 54 50.91 -01 16 51.4","Mon","VAR","--","15.86 (1.09) r"
"GDS_J0655337-031649","--","06 55 33.72 -03 16 49.6","Mon","VAR","--","14.13 (0.39) r"
"GDS_J0655338-031708","--","06 55 33.83 -03 17 08.4","Mon","VAR","--","11.28 (0.06) r"
"GDS_J0656013-064058","--","06 56 01.35 -06 40 58.0","Mon","VAR","--","14.41 (0.56) r"
"GDS_J0656026-064040","--","06 56 02.06 -06 40 40.4","Mon","VAR","--","15.37 (0.65) r"
"GDS_J0656434-013024","--","06 56 43.49 -01 30 24.6","Mon","VAR","--","16.43 (1.27) r"
"GDS_J0656448-013009","--","06 56 44.08 -01 30 09.6","Mon","VAR","--","10.35 (0.07) r"
"GDS_J0656571-105915","--","06 56 57.14 -10 59 15.2","Mon","VAR","--","16.59 (1.54) r"
"GDS_J0657066-104916","--","06 57 06.66 -10 49 16.4","Mon","VAR","--","15.47 (1.02) r"
"GDS_J0657072-104949","--","06 57 07.27 -10 49 49.6","Mon","VAR","--","15.10 (0.44) r"
"GDS_J0657087-105007","--","06 57 08.77 -10 50 07.5","Mon","VAR","--","15.68 (0.74) r"
"GDS_J0657095-090354","--","06 57 09.54 -09 03 54.8","Mon","VAR","--","15.73 (1.49) r"
"GDS_J0658049-090205","--","06 58 04.90 -09 02 05.9","Mon","VAR","--","15.65 (0.71) r"
"GDS_J0658068-090039","--","06 58 06.88 -09 00 39.8","Mon","VAR","--","15.75 (0.63) r"
"GDS_J0658071-040028","--","06 58 07.12 -04 00 28.9","Mon","VAR","--","14.10 (0.22) r"
"GDS_J0658086-040044","--","06 58 08.66 -04 00 44.7","Mon","VAR","--","14.24 (1.03) r"
"GDS_J0658145-071245","--","06 58 14.51 -07 12 45.1","Mon","VAR","--","11.72 (0.17) r"
"GDS_J0658443-034109","--","06 58 44.36 -03 41 09.9","Mon","VAR","--","14.22 (0.37) r"
"GDS_J0658454-034121","--","06 58 45.48 -03 41 21.3","Mon","VAR","--","15.67 (0.72) r"
"GDS_J0659431-061333","--","06 59 43.17 -06 13 33.6","Mon","VAR","--","10.86 (0.24) r"
"GDS_J0700218-082506","--","07 00 21.87 -08 25 06.6","Mon","VAR","--","15.35 (0.68) r"
"GDS_J0700232-082512","--","07 00 23.24 -08 25 12.7","Mon","VAR","--","15.23 (0.85) r"
"GDS_J0700367-091232","--","07 00 36.79 -09 12 32.8","Mon","VAR","--","15.59 (1.08) r"
"GDS_J0700579-094153","--","07 00 57.90 -09 41 53.6","Mon","VAR","--","10.85 (0.19) r"
"GDS_J0700583-094154","--","07 00 58.30 -09 41 54.7","Mon","VAR","--","10.07 (0.11) r"
"GDS_J0701037-031545","--","07 01 03.76 -03 15 45.2","Mon","VAR","--","15.82 (0.74) r"
"GDS_J0701139-094651","--","07 01 13.94 -09 46 51.3","Mon","VAR","--","15.07 (0.63) r"
"GDS_J0701142-094704","--","07 01 14.28 -09 47 04.4","Mon","VAR","--","13.01 (0.18) r"
"GDS_J0701493-012110","--","07 01 49.37 -01 21 10.5","Mon","VAR","--","13.89 (0.15) r"
"GDS_J0701497-012121","--","07 01 49.77 -01 21 21.2","Mon","VAR","--","15.97 (1.38) r"
"GDS_J0702042-034437","--","07 02 04.28 -03 44 37.3","Mon","VAR","--","15.81 (1.01) r"
"GDS_J0702381-063241","--","07 02 38.18 -06 32 41.8","Mon","VAR","--","11.03 (0.19) r"
"GDS_J0702391-063235","--","07 02 39.19 -06 32 35.4","Mon","VAR","--","16.35 (1.66) r"
"GDS_J0702553-041334","--","07 02 55.32 -04 13 34.0","Mon","VAR","--","13.67 (0.45) i"
"GDS_J0702573-041446","--","07 02 57.37 -04 14 46.9","Mon","VAR","--","14.02 (0.52) i"
"GDS_J0703354-074947","--","07 03 35.41 -07 49 47.3","Mon","VAR","--","13.99 (0.58) r"
"GDS_J0703371-074945","--","07 03 37.10 -07 49 45.2","Mon","VAR","--","13.03 (0.28) r"
"GDS_J0703423-001206","--","07 03 42.30 -00 12 06.3","Mon","VAR","--","12.20 (0.10) r"
"GDS_J0703574-043749","--","07 03 57.49 -04 37 49.5","Mon","VAR","--","16.63 (2.17) r"
"GDS_J0704022-051852","--","07 04 02.23 -05 18 52.7","Mon","VAR","--","15.59 (0.75) r"
"GDS_J0704035-051836","--","07 04 03.51 -05 18 36.3","Mon","VAR","--","14.90 (0.39) r"
"GDS_J0704099-111825","--","07 04 09.97 -11 18 25.8","CMa","VAR","--","14.44 (0.81) i"
"GDS_J0704135-112455","--","07 04 13.54 -11 24 55.8","CMa","VAR","--","14.64 (0.78) r"
"GDS_J0704146-112448","--","07 04 14.63 -11 24 48.8","CMa","VAR","--","15.54 (0.61) r"
"GDS_J0704168-112432","--","07 04 16.81 -11 24 32.5","CMa","VAR","--","16.35 (1.35) r"
"GDS_J0704539-032534","--","07 04 53.97 -03 25 34.8","Mon","VAR","--","11.87 (0.08) r"
"GDS_J0704549-032532","--","07 04 54.95 -03 25 32.9","Mon","VAR","--","16.58 (2.35) r"
"GDS_J0705122-121838","--","07 05 12.28 -12 18 38.3","CMa","VAR","--","15.48 (0.57) r"
"GDS_J0705127-121810","--","07 05 12.79 -12 18 10.4","CMa","VAR","--","12.31 (0.13) r"
"GDS_J0706176-054619","--","07 06 17.65 -05 46 19.5","Mon","VAR","--","14.87 (1.57) r"
"GDS_J0706178-054609","--","07 06 17.81 -05 46 09.1","Mon","VAR","--","16.16 (0.87) r"
"GDS_J0706561-073246","--","07 06 56.17 -07 32 46.5","Mon","VAR","--","15.68 (0.73) r"
"GDS_J0707485-032151","--","07 07 48.59 -03 21 51.9","Mon","VAR","--","15.84 (1.01) r"
"GDS_J0707599-115544","--","07 07 59.96 -11 55 44.2","CMa","VAR","--","15.63 (0.53) r"
"GDS_J0708125-055230","--","07 08 12.56 -05 52 30.3","Mon","VAR","--","10.89 (0.24) r"
"GDS_J0710335-075550","--","07 10 33.56 -07 55 50.3","Mon","VAR","--","12.14 (0.14) r"
"GDS_J0710349-075557","--","07 10 34.92 -07 55 57.5","Mon","VAR","--","12.03 (0.10) r"
"GDS_J0710522-142603","--","07 10 52.21 -14 26 03.0","CMa","VAR","--","14.44 (0.30) r"
"GDS_J0711186-091804","--","07 11 18.66 -09 18 04.1","Mon","VAR","--","15.50 (0.80) r"
"GDS_J0711547-092501","--","07 11 54.73 -09 25 01.6","Mon","VAR","--","16.18 (1.30) r"
"GDS_J0711557-092507","--","07 11 55.75 -09 25 07.1","Mon","VAR","--","12.04 (0.32) r"
"GDS_J0712238-045929","--","07 12 23.88 -04 59 29.4","Mon","VAR","--","16.07 (1.39) r"
"GDS_J0712246-045914","--","07 12 24.68 -04 59 14.8","Mon","VAR","--","13.30 (0.30) r"
"GDS_J0712579-122239","--","07 12 57.94 -12 22 39.5","CMa","VAR","--","16.15 (0.96) r"
"GDS_J0713184-143529","--","07 13 18.47 -14 35 29.6","CMa","VAR","--","15.93 - ? r"
"GDS_J0715101-143703","--","07 15 10.13 -14 37 03.5","CMa","VAR","--","15.23 (0.44) r"
"GDS_J0715112-143648","--","07 15 11.23 -14 36 48.0","CMa","VAR","--","15.83 (1.12) r"
"GDS_J0716182-153535","--","07 16 18.27 -15 35 35.2","CMa","VAR","--","16.20 (1.16) r"
"GDS_J0717057-120133","--","07 17 05.72 -12 01 33.4","CMa","VAR","--","14.21 (0.80) i"
"GDS_J0718577-133802","--","07 18 57.73 -13 38 02.3","CMa","VAR","--","15.61 (0.63) r"
"GDS_J0718596-133816","--","07 18 59.06 -13 38 16.6","CMa","VAR","--","8.88 (0.09) r"
"GDS_J0719205-084736","--","07 19 20.54 -08 47 36.0","Mon","VAR","--","15.61 - ? r"
"GDS_J0719211-184234","--","07 19 21.11 -18 42 34.9","CMa","VAR","--","12.79 (0.27) r"
"GDS_J0719278-183304","--","07 19 27.89 -18 33 04.8","CMa","VAR","--","14.36 (0.65) r"
"GDS_J0720085-153845","--","07 20 08.51 -15 38 45.8","CMa","VAR","--","12.93 (0.20) r"
"GDS_J0720095-153848","--","07 20 09.52 -15 38 48.0","CMa","VAR","--","16.61 (1.76) r"
"GDS_J0720141-165322","--","07 20 14.14 -16 53 22.5","CMa","VAR","--","13.83 (0.37) r"
"GDS_J0720563-073132","--","07 20 56.33 -07 31 32.6","Mon","VAR","--","11.20 (0.10) r"
"GDS_J0721192-152216","--","07 21 19.21 -15 22 16.9","CMa","VAR","--","12.59 (0.15) r"
"GDS_J0721198-152224","--","07 21 19.89 -15 22 24.7","CMa","VAR","--","15.61 (0.46) r"
"GDS_J0721252-112712","--","07 21 25.02 -11 27 12.0","CMa","VAR","--","15.23 (0.44) r"
"GDS_J0721261-112710","--","07 21 26.16 -11 27 10.3","CMa","VAR","--","15.55 (0.51) r"
"GDS_J0721387-152756","--","07 21 38.74 -15 27 56.5","CMa","VAR","--","14.38 (0.42) i"
"GDS_J0721396-152736","--","07 21 39.62 -15 27 36.7","CMa","VAR","--","16.33 (1.05) r"
"GDS_J0721439-205333","--","07 21 43.98 -20 53 33.7","CMa","VAR","--","15.64 (0.74) r"
"GDS_J0721449-205314","--","07 21 44.96 -20 53 14.2","CMa","VAR","--","11.63 (0.12) r"
"GDS_J0722265-203018","--","07 22 26.58 -20 30 18.5","CMa","VAR","--","15.53 (0.53) r"
"GDS_J0722598-181259","--","07 22 59.88 -18 12 59.7","CMa","VAR","--","13.30 (0.23) r"
"GDS_J0723095-140025","--","07 23 09.58 -14 00 25.6","CMa","VAR","--","14.15 (0.26) r"
"GDS_J0723403-225755","--","07 23 40.39 -22 57 55.0","CMa","VAR","--","15.10 (0.47) r"
"GDS_J0724432-161217","--","07 24 43.20 -16 12 17.6","CMa","VAR","--","14.01 (0.58) i"
"GDS_J0724537-190110","--","07 24 53.78 -19 01 10.7","CMa","VAR","--","14.81 (0.31) r"
"GDS_J0726296-193528","--","07 26 29.63 -19 35 28.0","CMa","VAR","--","14.92 (0.48) r"
"GDS_J0726324-131121","--","07 26 32.42 -13 11 21.4","CMa","VAR","--","15.46 (0.48) r"
"GDS_J0726333-131129","--","07 26 33.32 -13 11 29.9","CMa","VAR","--","15.69 (0.59) r"
"GDS_J0726563-230536","--","07 26 56.39 -23 05 36.2","CMa","VAR","--","15.14 (0.72) r"
"GDS_J0727020-230527","--","07 27 02.00 -23 05 27.3","CMa","VAR","--","14.29 (0.57) i"
"GDS_J0727374-180834","--","07 27 37.46 -18 08 34.7","Pup","VAR","--","13.77 (0.50) r"
"GDS_J0727383-180816","--","07 27 38.33 -18 08 16.2","Pup","VAR","--","11.82 (0.15) r"
"GDS_J0727385-225133","--","07 27 38.50 -22 51 33.3","Pup","VAR","--","16.79 (1.61) r"
"GDS_J0727397-225144","--","07 27 39.71 -22 51 44.5","Pup","VAR","--","15.63 (0.69) r"
"GDS_J0727406-172340","--","07 27 40.69 -17 23 40.0","Pup","VAR","--","15.04 (0.51) r"
"GDS_J0727588-151816","--","07 27 58.84 -15 18 16.8","Pup","VAR","--","16.42 (1.33) r"
"GDS_J0729203-101844","--","07 29 20.35 -10 18 44.0","Mon","VAR","--","15.73 (0.79) r"
"GDS_J0729254-101908","--","07 29 25.43 -10 19 08.2","Mon","VAR","--","14.96 (0.58) r"
"GDS_J0729263-101924","--","07 29 26.03 -10 19 24.0","Mon","VAR","--","15.92 (0.94) r"
"GDS_J0729476-230149","--","07 29 47.69 -23 01 49.8","Pup","VAR","--","14.90 (0.54) r"
"GDS_J0729483-230049","--","07 29 48.31 -23 00 49.9","Pup","VAR","--","13.91 (0.39) i"
"GDS_J0729535-230035","--","07 29 53.52 -23 00 35.9","Pup","VAR","--","15.24 (0.65) r"
"GDS_J0730073-212629","--","07 30 07.03 -21 26 29.9","Pup","VAR","--","14.95 (0.28) r"
"GDS_J0731235-252744","--","07 31 23.57 -25 27 44.5","Pup","VAR","--","15.11 (0.53) r"
"GDS_J0731249-252738","--","07 31 24.99 -25 27 38.8","Pup","VAR","--","10.80 (0.08) r"
"GDS_J0732343-215601","--","07 32 34.32 -21 56 01.1","Pup","VAR","--","12.51 (0.11) r"
"GDS_J0732476-204750","--","07 32 47.61 -20 47 50.5","Pup","VAR","--","15.57 (0.74) r"
"GDS_J0733526-143127","--","07 33 52.65 -14 31 27.4","Pup","VAR","--","15.24 (0.46) r"
"GDS_J0733532-143142","--","07 33 53.27 -14 31 42.7","Pup","VAR","--","15.10 (0.82) i"
"GDS_J0734037-221627","--","07 34 03.76 -22 16 27.2","Pup","VAR","--","15.18 (0.57) r"
"GDS_J0734055-221625","--","07 34 05.57 -22 16 25.5","Pup","VAR","--","15.72 (0.74) r"
"GDS_J0734058-194627","--","07 34 05.83 -19 46 27.7","Pup","VAR","--","14.43 (0.32) r"
"GDS_J0734157-150119","--","07 34 15.76 -15 01 19.1","Pup","VAR","--","13.62 (0.26) r"
"GDS_J0734222-240658","--","07 34 22.27 -24 06 58.4","Pup","VAR","--","13.29 (0.23) r"
"GDS_J0734351-252151","--","07 34 35.17 -25 21 51.0","Pup","VAR","--","11.28 (0.07) r"
"GDS_J0734487-225318","--","07 34 48.07 -22 53 18.3","Pup","VAR","--","15.18 (0.42) r"
"GDS_J0734489-225317","--","07 34 48.95 -22 53 17.4","Pup","VAR","--","13.94 (0.77) r"
"GDS_J0735076-235939","--","07 35 07.66 -23 59 39.8","Pup","VAR","--","12.39 (0.10) r"
"GDS_J0736067-142931","--","07 36 06.74 -14 29 31.8","Pup","VAR","--","13.92 (0.43) i"
"GDS_J0736299-143541","--","07 36 29.92 -14 35 41.7","Pup","VAR","--","15.70 (0.68) r"
"GDS_J0736321-213959","--","07 36 32.12 -21 39 59.1","Pup","VAR","--","15.71 (0.75) r"
"GDS_J0736322-213951","--","07 36 32.27 -21 39 51.4","Pup","VAR","--","16.03 (0.88) r"
"GDS_J0737164-211154","--","07 37 16.48 -21 11 54.0","Pup","VAR","--","15.40 (0.54) r"
"GDS_J0737178-211153","--","07 37 17.83 -21 11 53.8","Pup","VAR","--","16.61 (1.32) r"
"GDS_J0737213-221616","--","07 37 21.36 -22 16 16.2","Pup","VAR","--","16.01 (0.79) r"
"GDS_J0737221-221618","--","07 37 22.14 -22 16 18.7","Pup","VAR","--","15.65 (0.66) r"
"GDS_J0738060-235328","--","07 38 06.00 -23 53 28.5","Pup","VAR","--","14.96 (1.00) i"
"GDS_J0738062-235316","--","07 38 06.02 -23 53 16.3","Pup","VAR","--","14.84 (0.40) r"
"GDS_J0738193-252241","--","07 38 19.32 -25 22 41.1","Pup","VAR","--","13.49 (0.26) i"
"GDS_J0738204-252110","--","07 38 20.40 -25 21 10.3","Pup","VAR","--","13.16 (0.17) i"
"GDS_J0738259-252128","--","07 38 25.98 -25 21 28.1","Pup","VAR","--","14.11 (0.13) r"
"GDS_J0738262-252149","--","07 38 26.21 -25 21 49.1","Pup","VAR","--","12.96 (0.09) r"
"GDS_J0738457-264703","--","07 38 45.71 -26 47 03.6","Pup","VAR","--","15.27 (0.58) r"
"GDS_J0738469-264701","--","07 38 46.95 -26 47 01.1","Pup","VAR","--","15.17 (0.64) r"
"GDS_J0739223-190813","--","07 39 22.32 -19 08 13.5","Pup","VAR","--","16.90 (2.25) r"
"GDS_J0739227-263110","--","07 39 22.73 -26 31 10.5","Pup","VAR","--","15.41 (0.62) r"
"GDS_J0739229-190801","--","07 39 22.96 -19 08 01.5","Pup","VAR","--","16.50 (1.61) r"
"GDS_J0739231-263134","--","07 39 23.18 -26 31 34.7","Pup","VAR","--","16.03 (0.98) r"
"GDS_J0739382-290935","--","07 39 38.28 -29 09 35.4","Pup","VAR","--","14.97 (0.39) r"
"GDS_J0739384-290924","--","07 39 38.41 -29 09 24.6","Pup","VAR","--","15.12 (0.45) r"
"GDS_J0740006-244352","--","07 40 00.62 -24 43 52.9","Pup","VAR","--","15.29 (0.51) r"
"GDS_J0740541-252656","--","07 40 54.17 -25 26 56.0","Pup","VAR","--","15.58 (0.53) r"
"GDS_J0740545-252706","--","07 40 54.53 -25 27 06.1","Pup","VAR","--","15.33 (0.41) r"
"GDS_J0741092-285830","--","07 41 09.26 -28 58 30.4","Pup","VAR","--","13.68 (0.22) r"
"GDS_J0741109-285824","--","07 41 10.96 -28 58 24.4","Pup","VAR","--","13.91 (0.16) r"
"GDS_J0741242-222102","--","07 41 24.28 -22 21 02.8","Pup","VAR","--","15.20 (0.43) r"
"GDS_J0741555-245605","--","07 41 55.51 -24 56 05.5","Pup","VAR","--","16.35 (1.27) r"
"GDS_J0741571-245556","--","07 41 57.10 -24 55 56.2","Pup","VAR","--","15.52 (0.79) r"
"GDS_J0742522-235831","--","07 42 52.24 -23 58 31.6","Pup","VAR","--","13.13 (0.17) r"
